tweet,class,id,preprocessed_tweet
@exeggut0r ya tenias que hacer el mongolo. Mehdi Carcela no tiene nada que envidiarle al gitano gordo de Carrasco.,1,id=849003191337447424,ya tenias que hacer el mongolo mehdi carcela no tiene nada que envidiarle al gitano gordo de carrasco
"Y lo dice un mongolo que se está forrando en la ""democrática"" Catar, para el parné no tiene problemas democráticos https://t.co/hTDte6sVeM",1,id=849002998948876289,lo dice un mongolo que se esta forrando en la democratica catar para el parne no tiene problemas democraticos
"@MouViriato Pego a todo lo que se menea Rojos, Podemitas, Ultrillas, Nazis.. a todos por igual",1,id=849002973036523521,pego todo lo que se menea rojos podemitas ultrillas nazis todos por igual
@vickyspooky mucho subnormal suelto para mi gusto,0,id=849002938945216512,mucho subnormal suelto para mi gusto
@TERRORSPHARA88 Los únicos nazis contra los que se atreve a combatir son los del Call of Duty: World At War y en modo fácil.,0,id=849002935908544512,los unicos nazis contra los que se atreve combatir son los del call of duty world at war en modo facil
También os digo que qué surrealista todo. Que mi familia está tan puto loca y yo salgo por patas.,0,id=849002770837504001,tambien os digo que que surrealista todo que mi familia esta tan puto loca yo salgo por patas
"L´espoir o Sierra de Teruel en la 2 ...película del 39 sobre la guerra civil, que en España prohibió el dictador y no se estreno hasta el 77",0,id=849002677770092544,lespoir sierra de teruel en la pelicula del sobre la guerra civil que en espana prohibio el dictador no se estreno hasta el
CRISTO VIENE PRONTO ARREPIENTÁNSE SODOMITAS https://t.co/1JpoLImk5c,0,id=849002636925956096,cristo viene pronto arrepientanse sodomitas
Y no va la subnormal y no me avisa de cuando la ha metido para que controle el tiempo???!?! HOLA ESTOY EN MI PUTA HABITACIÓN NO VEO LA PIZZA,0,id=849002345010737153,no va la subnormal no me avisa de cuando la ha metido para que controle el tiempo hola estoy en mi puta habitacion no veo la pizza
"|| Voy a imprimirlo por el ""eres muy gay"" y a colgarlo en mi pared. https://t.co/YdUtYKF0sA",0,id=849002040479150080,voy imprimirlo por el eres muy gay colgarlo en mi pared
"@BettieJander Yo recuerdo ""Canción del pirata"", y ""Romance de la luna"", porque Romancero Gitano fue el primer libro de poesía que leí, con unos 8 años.",0,id=849001902796943361,yo recuerdo cancion del pirata romance de la luna porque romancero gitano fue el primer libro de poesia que lei con unos anos
"De verdad cómo el partido político que gobierna en España puede ser tan simple, ignorante y dar tanta vergüenza en tan pocos caracteres.",1,id=849001816281010183,de verdad como el partido politico que gobierna en espana puede ser tan simple ignorante dar tanta verguenza en tan pocos caracteres
"@ArnauB7 @Antiintermedio Ideología asesina similar a la nazi sólo que más agresiva, torturadora y chequista, seguida por asesinos potenciales. Cuídense de ella.",0,id=849001772899282944,ideologia asesina similar la nazi solo que mas agresiva torturadora chequista seguida por asesinos potenciales cuidense de ella
"""Hostia. La viuda negra..."". Grandísima Luci #AlliAbajo3 😂",0,id=849001702703476738,hostia la viuda negra grandisima luci alliabajo
"@juansnzfrndz O estoy ciego y no me veo, o me he vuelto facha 🙄",0,id=849001340193959936,estoy ciego no me veo me he vuelto facha
Mira macho llevo esperando y sufriendo desde octubre como para que ahora venga la subnormal esta a joderme la puta guerrAAA #TheWalkingDead,1,id=849001261198438401,mira macho llevo esperando sufriendo desde octubre como para que ahora venga la subnormal esta joderme la puta guerraaa thewalkingdead
@Plgp99 sonriele a la vida maricon,0,id=849000806653325312,sonriele la vida maricon
"@zlatananear No se de donde eres, pero escribiendo así, seguro que español no. Subnormal.",1,id=849000610338877441,no se de donde eres pero escribiendo asi seguro que espanol no subnormal
El dueño de la granja y empresario Josep Ramisa fue condenado a 5 meses de cárcel y tiene juicio x amenazas racistas https://t.co/1eYNRfvKpq,0,id=849000302233735172,el dueno de la granja empresario josep ramisa fue condenado meses de carcel tiene juicio amenazas racistas
@Jujubertolo Eso para mi es patriotismo. Para mi España fue una invención de la constitución de Cadiz.,0,id=849000300233019392,eso para mi es patriotismo para mi espana fue una invencion de la constitucion de cadiz
Que tío más subnormal el de first date 🔪🔪,1,id=849000272030572549,que tio mas subnormal el de first date
"Si creéis que son iguales por tener el mismo origen, también son iguales el castellano, catalán, francés, italiano...",0,id=848999985995821056,si creeis que son iguales por tener el mismo origen tambien son iguales el castellano catalan frances italiano
@ProlePobre cuando todo lo que has estado retuiteando hoy es de cuando ya te habias ido al haber hecho el puto subnormal,1,id=848999981604327425,cuando todo lo que has estado retuiteando hoy es de cuando ya te habias ido al haber hecho el puto subnormal
#FirstDates300 no folla mas xq no quiere dice. Si contigo mismo no? Subnormal.Eso es lo que eres. Siento lo de el insulto pero se lo merece,1,id=848999934946922496,firstdates no folla mas xq no quiere dice si contigo mismo no subnormaleso es lo que eres siento lo de el insulto pero se lo merece
Soy lo más subnormal que existe. Dumb. Mucho.,0,id=848999825865617408,soy lo mas subnormal que existe dumb mucho
"@luis1999bc No empieces mamón, no me arruines la vida. Ahora enserio tengo muchisimo hype.  Pd: amor eterno a sasha",0,id=848999551986016256,no empieces mamon no me arruines la vida ahora enserio tengo muchisimo hype pd amor eterno sasha
"Hay que ser subnormal, en serio.",0,id=848999499100037120,hay que ser subnormal en serio
"@auron_mcsexy @auronplay Madre mía, menuda subnormal",1,id=848999395462959104,madre mia menuda subnormal
"Cuanto más comes, más mierda te metes en el cuerpo. La sociedad moderna tiene muchos agujeros negros. La comida, uno https://t.co/AEnNy1OrCR",0,id=848999245218709505,cuanto mas comes mas mierda te metes en el cuerpo la sociedad moderna tiene muchos agujeros negros la comida uno
Que asco me estas dando subnormal... #FirstDates300,1,id=848999156681191426,que asco me estas dando subnormal firstdates
intento cambiar de tema y me pasa a Venezuela y a los refugiados. o sea más facha y cuñao no puede,0,id=848998707680956421,intento cambiar de tema me pasa venezuela los refugiados sea mas facha cunao no puede
"@cayeruby ...vaya, estos jóvenes, no se van de españystán... ...sólo saben hacer el gesto fascista y les prohiben la entrada fuera?",0,id=848998501858119681,vaya estos jovenes no se van de espanystan solo saben hacer el gesto fascista les prohiben la entrada fuera
"@AnaEspiral Más miedo dan los numerosos bolcheviques de palo que los cuatro fachas que quedan. A mi me la traen al fresco, soy de Eskorbuto.",0,id=848998470992236544,mas miedo dan los numerosos bolcheviques de palo que los cuatro fachas que quedan mi me la traen al fresco soy de eskorbuto
"¿ACABÁIS DE VER AL CARROÑERO CON EL PARAGUAS ROJO? HOLA, EL PUTO AMO. A PARAGUAZO LIMPIO. #TheWalkingDead.",0,id=848998378436530176,acabais de ver al carronero con el paraguas rojo hola el puto amo paraguazo limpio thewalkingdead
La madre de Mon El está puto loca co,0,id=848998335210041346,la madre de mon el esta puto loca co
Menudo subnormal o Jonathan Viera este...Tonto da virgen,1,id=848998064253800448,menudo subnormal jonathan viera este tonto da virgen
"@iElectroMad yup, además Amoled, que con los perfiles que llevan ya no saturan tanto y los negros son excelentes",0,id=848998012873564160,yup ademas amoled que con los perfiles que llevan ya no saturan tanto los negros son excelentes
"Y TODAVÍA QUIERE IR A LA SELECCIÓN, ESTÁS BONITO, QUE TE TIENEN MÁS SUBIDO QUE...CORRE A ECHARTE CARRERAS CON EL PORSCHE ANDA SUBNORMAL",1,id=848997937233395712,todavia quiere ir la seleccion estas bonito que te tienen mas subido que corre echarte carreras con el porsche anda subnormal
"DIEGO ALVES, a la afición de Mestalla durante el partido de ayer ante el Dépor: ""Sois un desastre, pitáis al equipo de casa"" (@ElDiaDespues)",0,id=848997715057004546,diego alves la aficion de mestalla durante el partido de ayer ante el depor sois un desastre pitais al equipo de casa
"@JuanmaofArcos mamón 20 más en regalos, es decir 50 como máximo xD",0,id=848997500795203584,mamon mas en regalos es decir como maximo xd
deberia haber preguntao si odiabais tanto como yo al subnormal de tejota,1,id=848997462392131585,deberia haber preguntao si odiabais tanto como yo al subnormal de tejota
La Reina Letizia será presidenta de honor de la ‘Carrera Hay Salida a la Violencia de Género’ https://t.co/ddKs0K2IYg @mia_revista,0,id=848997418133856257,la reina letizia sera presidenta de honor de la carrera hay salida la violencia de genero
"@nicolmaduro @EL_PNE No hay derecho, entre tanto partido facha me la he comido 😂😂😂😂😂",0,id=848996960228999168,no hay derecho entre tanto partido facha me la he comido
Uy que mal rollete de serie #13ReasonsWhy  Que miedo maricon,0,id=848996737335394305,uy que mal rollete de serie reasonswhy que miedo maricon
@RoaringThumb como por los personajes que son geniales dios el puto androide nazi es dios,0,id=848996626106650625,como por los personajes que son geniales dios el puto androide nazi es dios
@sw0xx Con lo subnormal que soy seguro que hay alguien mas aqui dentro,0,id=848996265253908481,con lo subnormal que soy seguro que hay alguien mas aqui dentro
"@damcmk_ JAJAJAJAJJA que tarado, si sos hermoso flaco escualido ♥",0,id=848996240113238016,jajajajajja que tarado si sos hermoso flaco escualido
@evaduba @rietveltt @paco_ez @lidlespana @Ayto_Las_Rozas @jdelauz @davidsantosb Me ha bloqueado. Natural. Es subnormal perdido.,1,id=848996181648789504,me ha bloqueado natural es subnormal perdido
"@telepozzas @LaRetuerka La única marcha que me va es la atlética y para los fachas todo lo que no es facha, resulta que es comunismo: de tontos a-neuronales.",0,id=848996083544072194,la unica marcha que me va es la atletica para los fachas todo lo que no es facha resulta que es comunismo de tontos aneuronales
Según ACNUR los inmigrantes son voluntarios y el problema de los refugiados son conflictos de origen desconocido. https://t.co/9KA0HkCC7B,0,id=848996082159898624,segun acnur los inmigrantes son voluntarios el problema de los refugiados son conflictos de origen desconocido
Un agujero negro vaga solo por el espacio devorándolo todo a su paso. ¿Se acercará a la Tierra?:  https://t.co/NFqna6FGPs #ciencia https://t.co/Fh2go20Dxd,0,id=848996025029111808,un agujero negro vaga solo por el espacio devorandolo todo su paso se acercara la tierra ciencia
"Qué si dónde se pone un retrato, qué si los huevos en tortilla, los chistes del franquismo... Y luego dirán que se colapsan los juzgados. https://t.co/dFKdr4ErvI",0,id=848995919274156033,que si donde se pone un retrato que si los huevos en tortilla los chistes del franquismo luego diran que se colapsan los juzgados
siento que tengo ansiedad pero a la vez no y me estoy volviendo puto loca,0,id=848995763967471616,siento que tengo ansiedad pero la vez no me estoy volviendo puto loca
"En el @ElDiaDespues un niño betico catalan. ""Ya estoy acostumbrado"" despues de que nos remonten en 3 minutos. A la mierda @RealBetis",0,id=848995749551538176,en el un nino betico catalan ya estoy acostumbrado despues de que nos remonten en minutos la mierda
@leogance @RoyalNavy Nos invaden...!!! SE CAERAN LAS LANZAS QUEBRARAN LOS ESCUDOS AUN RESTARA LA ESPADA ROJO SERA EL DIA...HASTA EL NACER DEL SOL! MUERTEEEE!!! https://t.co/hltRqgGYXD,0,id=848995748561768450,nos invaden se caeran las lanzas quebraran los escudos aun restara la espada rojo sera el dia hasta el nacer del sol muerteeee
"@IoveIanita pero esto que te digo es un concepto muy abierto eh, luego está el feminismo liberal, el radical, marxista, de clase. Aún estoy aprendiendo🤔",0,id=848995516029521920,pero esto que te digo es un concepto muy abierto eh luego esta el feminismo liberal el radical marxista de clase aun estoy aprendiendo
"@Cristina20M De hecho he estado cariñoso pq ya me lo han llamado alguna vez y mi respuesta ha sido:"" Facha Tu PutaMadre!""",0,id=848995489500590081,de hecho he estado carinoso pq ya me lo han llamado alguna vez mi respuesta ha sido facha tu putamadre
@caIumswink Al final lo he subido en blanco y negro porque yolo pero este fandom mata autoestima en serio 💁🏻,0,id=848995448643825665,al final lo he subido en blanco negro porque yolo pero este fandom mata autoestima en serio
"@IoveIanita nop, el objetivo máximo es la liberación de la mujer, y ya de ahí surgen las consecuencias, equidad, romper roles de género, etc",0,id=848995233278959617,nop el objetivo maximo es la liberacion de la mujer ya de ahi surgen las consecuencias equidad romper roles de genero etc
Un agujero negro vaga solo por el espacio devorándolo todo a su paso https://t.co/LYEstAtNkr,0,id=848994768961064960,un agujero negro vaga solo por el espacio devorandolo todo su paso
@YngAndWld JAJAJAJAJAJAJAJAJAAJJAJAJJAJAAJJAJAJAA THE IMAGINAT POSANT LA VEU AQUELLA QUE POSES DE MONGUER I MHE XAPAAAT😂😂😂😂😂🙌🏼🙌🏼🙌🏼,0,id=848994689520939012,jajajajajajajajajaajjajajjajaajjajajaa the imaginat posant la veu aquella que poses de monguer mhe xapaaat
Es Pique un subnormal? https://t.co/QmLviG0Nq9,0,id=848994575612092416,es pique un subnormal
Imagina vivir en Madrid y ser facha. Me pego un tiro antes. Oler a mierda y ser la mierda.,1,id=848994502417240064,imagina vivir en madrid ser facha me pego un tiro antes oler mierda ser la mierda
El Barsa explotó la idea antifranquista siendo el Club franquista por excelencia Unico Club en dar la medalla de oro al dictador,0,id=848993965366022144,el barsa exploto la idea antifranquista siendo el club franquista por excelencia unico club en dar la medalla de oro al dictador
